,Pearson_Correlation,Zscore_Sensitivity,Combined_Score
trend_aroon_down,0.34733442150903143,-1.3344544949028856,-0.4635019800172205
volatility_ui,0.1885762922959196,-2.4660803639887514,-0.46504429154477056
trend_kst_sig,0.7750038529358391,-0.6190654471683152,-0.4797781067748924
trend_adx_neg,0.22027280142721256,-2.2208388352888626,-0.4891903917674257
volatility_kcw,0.6373855738712942,-1.0312872838134495,-0.6573276372196037
momentum_tsi,0.858466053365694,-0.7720992510780115,-0.6628209968795487
trend_vortex_ind_neg,0.3808598520515289,-1.9460392258533592,-0.7411682116449823
momentum_ppo_signal,0.8468808354382736,-0.8764660796012629,-0.7422623257260259
momentum_stoch_rsi_d,0.4733508613533736,-1.5749650586721662,-0.7455110671239364
trend_macd,0.9151592983668426,-1.0132147644663017,-0.9272529129439063
trend_adx_pos,0.7853080683007744,-1.2057030735322198,-0.9468483516198941
volatility_bbh,0.9019577917307346,-1.1055941091897177,-0.9971992212752665
trend_kst,0.8561766612540382,-1.3282031738447746,-1.137176558849436
