,Pearson_Correlation,Zscore_Sensitivity,Combined_Score
momentum_kama,0.6195210367674718,0.22261975138904547,0.13791761918545828
trend_visual_ichimoku_a,0.19623151425990137,0.5632388774383194,0.1105252178097684
volatility_bbp,0.5406051295996939,0.18112339361238722,0.09791623567736096
trend_vortex_ind_pos,0.19545342575409283,0.38270628064556683,0.0748012536097833
volatility_kcp,0.48082358685404547,0.07648253136565143,0.03677460506290956
trend_cci,0.5023786405782784,0.0635564192280623,0.03192938749181709
trend_psar_up,0.23494779183328043,0.09702236916362386,0.022795191393426787
trend_adx,0.19827747623188768,0.05545439466513834,0.010995357420170685
momentum_uo,0.0071535279756988574,0.17226353964260438,0.0012322920500262796
momentum_stoch_rsi,0.027843720278627346,-0.1414176093450814,-0.003937592357076644
momentum_stoch_rsi_d,0.09750458575909669,-0.16198258705151147,-0.015794045050644447
volume_nvi,0.061311928160322736,-0.261708201265486,-0.01604583443495676
volume_adi,0.06439742485958261,-0.28126347812833685,-0.018112643698514428
momentum_stoch_rsi_k,0.051033062111580096,-0.553051052746548,-0.028223888725689344
volatility_dch,0.036479269278026666,-0.8290890060102026,-0.03024456110569765
volume_cmf,0.36156614726521236,-0.08954640479745458,-0.032376948584066784
volume_em,0.14705941985129586,-0.22343734939640625,-0.032858566975346795
trend_mass_index,0.2053770639378104,-0.21811009147688645,-0.044794810202730184
trend_adx_pos,0.0892748312142828,-0.6271009176688744,-0.05598432857921062
volatility_bbm,0.39783229473546067,-0.14230209162176466,-0.05661236765554241
momentum_stoch,0.425452434827582,-0.16787417468380084,-0.07142247636389389
momentum_wr,0.425452434827582,-0.16787417468380111,-0.07142247636389401
others_dr,0.21627955177522395,-0.37792759005818155,-0.08173800978127409
others_dlr,0.2172136814930182,-0.3772350783854343,-0.08194062016440748
volatility_kcw,0.3383216822486437,-0.25629081627650224,-0.0867087401075443
trend_sma_slow,0.34317682969432967,-0.291179527817547,-0.09992606722831766
trend_psar_up_indicator,0.17790515728503745,-0.6598299267703769,-0.11738714690345864
volatility_bbh,0.10208425839869337,-1.1681201145597504,-0.11924667561542886
trend_vortex_ind_diff,0.5761581380925928,-0.21703415546577395,-0.12504599491565863
momentum_pvo_hist,0.1470758997411198,-1.0674100385757963,-0.1569902918162386
trend_visual_ichimoku_b,0.14530015794551424,-1.2302826991511098,-0.17876027050428983
volatility_kcli,0.18587115030090007,-1.0457967018507213,-0.194383435953881
volatility_dcw,0.7438825352114042,-0.26720099108891265,-0.19876615066222017
volatility_bbhi,0.34926904392224106,-0.5707233273258662,-0.19933599087922552
trend_psar_down_indicator,0.2212145214237595,-0.9063987217052635,-0.20050855944113724
trend_ichimoku_b,0.40960177506634615,-0.4909035387125792,-0.2010749608430232
volatility_dcm,0.5975515181920766,-0.3512767131425577,-0.20990593324385795
momentum_pvo,0.30760262297148966,-0.6904675877198895,-0.2123896410594351
trend_sma_fast,0.6039268288881797,-0.35923591443017433,-0.21695220662456066
momentum_roc,0.6061539871603504,-0.37116289920363693,-0.22498187123827978
volatility_kchi,0.5245705027928798,-0.48101118213728616,-0.25232427766275367
trend_ichimoku_base,0.46949681451082687,-0.8432619177460411,-0.3959087841800572
trend_psar_down,0.46966339322156064,-0.8523081430684687,-0.4002979345439044
momentum_stoch_signal,0.46325793765275874,-0.8866790189067268,-0.4107610936587018
trend_kst,0.7051917853081549,-0.5835251575554787,-0.4114971476287704
volume_mfi,0.7446364115357305,-0.6250766723496738,-0.46545485023315664
volatility_atr,0.6640587564383669,-0.7959039204155138,-0.5285269676355471
momentum_pvo_signal,0.4372749675932365,-1.2285513104918844,-0.537214734481967
volatility_bbw,0.6250401072613224,-0.8604563348994628,-0.5378197198592446
trend_dpo,0.5522984129570739,-1.1967965413472668,-0.6609888304186106
trend_aroon_down,0.6234458867200969,-1.3022965583319202,-0.8119114325817745
volatility_bbl,0.7185467360395965,-1.419542839701253,-1.0200078741357155
trend_adx_neg,0.5664400243926547,-2.376936998708847,-1.3463922515284428
volatility_ui,0.6258690143009852,-2.272531709403471,-1.4223071809320833
trend_vortex_ind_neg,0.7438803925341221,-2.0935256000873292,-1.557332645173196
